date_unix,date_GMT,Country,League,Home Team,Away Team,Home Team Points Per Game (Pre-Match),Away Team Points Per Game (Pre-Match),Home Team Points Per Game (Current),Away Team Points Per Game (Current),Average Goals,BTTS Average,Over05 Average,Over15 Average,Over25 Average,Over35 Average,Over45 Average,Over05 FHG HT Average,Over15 FHG HT Average,Over05 2HG Average,Over15 2HG Average,Average Corners,Average Cards,Average Over 8.5 Corners,Average Over 9.5 Corners,Average Over 10.5 Corners,Match Status,Result - Home Team Goals,Result - Away Team Goals,Home Team Corners,Away Team Corners,Home Team Offsides,Away Team Offsides,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Red Cards,Away Team Red Cards,Home Team Shots,Away Team Shots,Home Team Shots On Target,Away Team Shots On Target,Home Team Shots Off Target,Away Team Shots Off Target,Home Team Possession,Away Team Possession,Odds_Home_Win,Odds_Draw,Odds_Away_Win,Odds_Over15,Odds_Over25,Odds_Over35,Odds_Over45,Odds_BTTS_Yes,Odds_BTTS_No,Home Team Pre-Match xG,Away Team Pre-Match xG,Home Team xG,Away Team xG,Odds_Under05,Odds_Under15,Odds_Under25,Odds_Under35,Odds_Under45,Odds_DoubleChance_1x,Odds_DoubleChance_12,Odds_DoubleChance_x2,Odds_DrawNoBet_1,Odds_DrawNoBet_2,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115,Odds_Corners_Under75,Odds_Corners_Under85,Odds_Corners_Under95,Odds_Corners_Under105,Odds_Corners_Under115,Under05 Average,Under15 Average,Under25 Average,Under35 Average,Under45 Average,Odds_1st_Half_Over05,Odds_1st_Half_Over15,Odds_1st_Half_Over25,Odds_1st_Half_Under05,Odds_1st_Half_Under15,Odds_1st_Half_Under25,Odds_2nd_Half_Over05,Odds_2nd_Half_Over15,Odds_2nd_Half_Over25,Odds_2nd_Half_Under05,Odds_2nd_Half_Under15,Odds_2nd_Half_Under25,Odds_1st_Half_BTTS_Yes,Odds_1st_Half_BTTS_No,Odds_2nd_Half_BTTS_Yes,Odds_2nd_Half_BTTS_No,1H BTTS Average,Odds_Home_Team_Had_More_Corners,Odds_Both_Teams_Same_Corners,Odds_Away_Team_Had_More_Corners,Home Team Overall Points Per Game (Pre-Match),Away Team Overall Points Per Game (Pre-Match),Game Week,Match FootyStats URL
1755063360,Aug 13 2025 - 5:36am,Esports,Esoccer Battle,Argentina (DangerDim77),France (A1ose),3.00,3.00,1.50,2.25,3.50,100,100,100,100,50,0,100,100,50,0,0.00,0.00,0,0,0,complete,1,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.60,5.20,1.79,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,50,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,2.00,3.00,0,/esports/argentina-dangerdim77-vs-france-a1ose-h2h-stats#8187288
1755063360,Aug 13 2025 - 5:36am,Esports,Esoccer Battle,Germany (JKey),Spain (GianniKid),0.00,0.00,0.75,1.50,6.50,100,100,100,100,100,100,100,100,100,0,1.00,0.00,0,0,0,complete,3,6,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,0.00,1.50,0,/esports/germany-jkey-vs-spain-giannikid-h2h-stats#8187513
1755063840,Aug 13 2025 - 5:44am,Esports,Esoccer Battle,Real Madrid (Bomb1to),Barcelona (dm1trena),0.00,0.00,0.75,1.50,3.50,50,50,50,50,50,50,50,50,0,0,0.00,0.00,0,0,0,complete,4,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.00,2.80,2.16,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,N/A,N/A,N/A,0.00,1.00,0,/esports/barcelona-dm1trena-vs-real-madrid-bomb1to-h2h-stats#8187282
1755063840,Aug 13 2025 - 5:44am,Esports,Esoccer Battle,A.Bilbao (Wboy),Girona (Jekunam),0.00,1.00,1.00,1.25,2.00,50,50,50,50,50,0,50,50,0,0,2.00,0.00,0,0,0,complete,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.33,4.25,2.07,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,N/A,N/A,N/A,0.00,2.00,0,/esports/abilbao-wboy-vs-girona-jekunam-h2h-stats#8187283
1755064080,Aug 13 2025 - 5:48am,Esports,Esoccer Battle,Spain (GianniKid),Italy (R0ge),3.00,0.00,2.25,0.00,5.50,100,100,100,100,50,50,100,100,100,50,2.00,0.00,0,0,0,complete,6,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.76,4.30,2.90,N/A,N/A,N/A,1.86,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,1.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,50,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,2.00,1.00,0,/esports/italy-r0ge-vs-spain-giannikid-h2h-stats#8187499
1755064080,Aug 13 2025 - 5:48am,Esports,Esoccer Battle,France (A1ose),Germany (JKey),3.00,0.00,2.25,2.25,6.00,100,100,100,100,100,50,100,100,50,0,0.00,0.00,0,0,0,complete,2,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.25,4.50,2.20,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,3.00,0.00,0,/esports/france-a1ose-vs-germany-jkey-h2h-stats#8187500
1755064560,Aug 13 2025 - 5:56am,Esports,Esoccer Battle,Barcelona (dm1trena),A.Bilbao (Wboy),1.00,0.00,2.00,1.50,4.50,100,100,100,100,100,50,100,100,50,0,7.00,0.00,0,0,0,complete,4,2,1,2,-1,-1,4,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,0.50,0.50,0,/esports/barcelona-dm1trena-vs-abilbao-wboy-h2h-stats#8187498
1755064560,Aug 13 2025 - 5:56am,Esports,Esoccer Battle,Girona (Jekunam),A.Madrid (RossFCDK),3.00,3.00,1.50,1.50,6.00,100,100,100,100,100,100,100,100,0,0,2.00,0.00,0,0,0,complete,4,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1.67,3.00,0,/esports/girona-jekunam-vs-amadrid-rossfcdk-h2h-stats#8187523
1755064800,Aug 13 2025 - 6:00am,Esports,Esoccer Battle,Argentina (DangerDim77),Germany (JKey),1.50,1.50,1.50,2.25,4.25,100,100,100,100,75,50,100,100,50,0,0.50,0.00,0,0,0,complete,2,4,3,1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,25,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1.50,0.75,0,/esports/argentina-dangerdim77-vs-germany-jkey-h2h-stats#8187524
1755064800,Aug 13 2025 - 6:00am,Esports,Esoccer Battle,France (A1ose),Italy (R0ge),1.50,0.00,2.25,0.00,5.75,100,100,100,100,75,75,100,100,100,0,0.00,0.00,0,0,0,complete,4,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,25,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,2.25,0.75,0,/esports/france-a1ose-vs-italy-r0ge-h2h-stats#8187525
1755065280,Aug 13 2025 - 6:08am,Esports,Esoccer Battle,A.Bilbao (Wboy),Real Madrid (Bomb1to),1.00,0.00,1.00,1.25,3.50,100,100,100,50,50,50,100,100,0,0,4.00,0.00,0,0,0,complete,2,3,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.80,3.00,2.15,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,50,50,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,0.33,1.00,0,/esports/real-madrid-bomb1to-vs-abilbao-wboy-h2h-stats#8187511
1755065280,Aug 13 2025 - 6:08am,Esports,Esoccer Battle,A.Madrid (RossFCDK),Barcelona (dm1trena),3.00,0.00,1.75,1.50,6.00,100,100,100,100,100,100,100,100,50,0,3.00,0.00,0,0,0,complete,2,4,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.30,5.00,2.10,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,2.00,1.33,0,/esports/barcelona-dm1trena-vs-amadrid-rossfcdk-h2h-stats#8187512
1755065520,Aug 13 2025 - 6:12am,Esports,Esoccer Battle,Spain (GianniKid),France (A1ose),3.00,3.00,2.25,2.25,6.00,100,100,100,100,100,75,100,100,50,25,4.00,0.00,0,0,0,complete,5,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.84,3.85,2.90,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,2.25,2.40,0,/esports/france-a1ose-vs-spain-giannikid-h2h-stats#8187509
1755065520,Aug 13 2025 - 6:12am,Esports,Esoccer Battle,Italy (R0ge),Argentina (DangerDim77),1.50,1.50,0.75,1.50,5.25,100,100,100,100,100,50,100,100,50,25,1.00,0.00,0,0,0,complete,1,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.25,3.40,1.84,N/A,N/A,1.54,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,2.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,0.60,1.20,0,/esports/argentina-dangerdim77-vs-italy-r0ge-h2h-stats#8187510
1755066000,Aug 13 2025 - 6:20am,Esports,Esoccer Battle,Girona (Jekunam),Barcelona (dm1trena),3.00,1.50,1.50,1.50,5.75,100,100,100,100,100,100,100,100,50,25,3.50,0.00,0,0,0,complete,4,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.23,3.65,2.35,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,2.00,1.75,0,/esports/barcelona-dm1trena-vs-girona-jekunam-h2h-stats#8187505
1755066000,Aug 13 2025 - 6:20am,Esports,Esoccer Battle,A.Madrid (RossFCDK),Real Madrid (Bomb1to),1.50,1.50,1.75,1.25,5.25,100,100,100,100,100,100,100,100,75,25,3.00,0.00,0,0,0,complete,3,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.60,4.10,2.05,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1.50,1.50,0,/esports/real-madrid-bomb1to-vs-amadrid-rossfcdk-h2h-stats#8187506
1755066240,Aug 13 2025 - 6:24am,Esports,Esoccer Battle,Germany (JKey),Italy (R0ge),0.00,0.00,0.75,0.00,6.00,100,100,100,100,84,84,100,100,100,0,1.50,0.00,0,0,0,complete,5,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.35,3.70,2.40,N/A,N/A,N/A,1.85,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,1.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,17,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84,N/A,N/A,N/A,1.20,0.50,0,/esports/italy-r0ge-vs-germany-jkey-h2h-stats#8187507
1755066240,Aug 13 2025 - 6:24am,Esports,Esoccer Battle,Argentina (DangerDim77),Spain (GianniKid),1.00,1.50,1.50,1.50,6.59,100,100,100,100,84,84,100,100,67,0,1.83,1.00,0,0,0,complete,6,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.00,5.75,1.60,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,17,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1.50,2.40,0,/esports/argentina-dangerdim77-vs-spain-giannikid-h2h-stats#8187508
1755066720,Aug 13 2025 - 6:32am,Esports,Esoccer Battle,Real Madrid (Bomb1to),Girona (Jekunam),1.50,1.00,0.75,1.25,5.00,100,100,100,75,75,50,100,100,0,0,2.50,0.00,0,0,0,complete,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.25,3.00,2.63,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,25,25,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1.40,1.60,0,/esports/real-madrid-bomb1to-vs-girona-jekunam-h2h-stats#8187503
1755066720,Aug 13 2025 - 6:32am,Esports,Esoccer Battle,A.Bilbao (Wboy),A.Madrid (RossFCDK),0.50,1.50,1.00,1.50,4.75,100,100,100,75,75,75,100,100,50,0,3.00,0.00,0,0,0,complete,3,4,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.25,5.00,2.15,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,25,25,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,0.25,1.40,0,/esports/abilbao-wboy-vs-amadrid-rossfcdk-h2h-stats#8187504
1755066960,Aug 13 2025 - 6:36am,Esports,Esoccer Battle,France (A1ose),Argentina (DangerDim77),2.00,2.00,2.25,1.50,5.67,100,100,100,100,84,84,100,100,84,17,0.67,0.00,0,0,0,complete,3,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,17,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84,N/A,N/A,N/A,2.00,1.71,0,/esports/argentina-dangerdim77-vs-france-a1ose-h2h-stats#8187528
1755066960,Aug 13 2025 - 6:36am,Esports,Esoccer Battle,Spain (GianniKid),Germany (JKey),3.00,2.00,2.25,2.25,6.50,100,100,100,100,100,84,100,100,67,17,2.00,0.00,0,0,0,complete,3,4,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,2.00,1.50,0,/esports/germany-jkey-vs-spain-giannikid-h2h-stats#8187529
1755067440,Aug 13 2025 - 6:44am,Esports,Esoccer Battle,Barcelona (dm1trena),Real Madrid (Bomb1to),2.00,1.33,2.00,1.25,5.17,100,100,100,100,100,75,100,100,17,0,3.33,6.00,0,0,0,complete,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.81,4.10,2.88,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,2.00,1.17,0,/esports/barcelona-dm1trena-vs-real-madrid-bomb1to-h2h-stats#8187519
1755067440,Aug 13 2025 - 6:44am,Esports,Esoccer Battle,Girona (Jekunam),A.Bilbao (Wboy),2.00,0.00,1.50,1.50,5.92,100,100,100,100,100,100,100,100,59,0,5.33,1.00,0,0,0,complete,2,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.10,4.20,2.32,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1.83,0.20,0,/esports/abilbao-wboy-vs-girona-jekunam-h2h-stats#8187520
1755067680,Aug 13 2025 - 6:48am,Esports,Esoccer Battle,Italy (R0ge),Spain (GianniKid),1.00,1.00,0.75,1.50,6.34,100,100,100,100,84,50,100,100,50,0,0.66,0.00,0,0,0,complete,1,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.90,4.25,1.77,N/A,N/A,N/A,1.79,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,1.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,17,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,0.43,1.71,0,/esports/italy-r0ge-vs-spain-giannikid-h2h-stats#8187521
1755067680,Aug 13 2025 - 6:48am,Esports,Esoccer Battle,Germany (JKey),France (A1ose),1.00,2.00,0.75,2.25,6.67,100,100,100,100,100,84,100,100,67,0,2.67,0.00,0,0,0,complete,1,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.05,5.00,2.35,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1.71,2.14,0,/esports/france-a1ose-vs-germany-jkey-h2h-stats#8187522
1755068160,Aug 13 2025 - 6:56am,Esports,Esoccer Battle,A.Madrid (RossFCDK),Girona (Jekunam),1.33,1.67,1.75,1.25,5.34,100,100,100,84,84,67,100,100,34,17,2.00,0.00,0,0,0,complete,2,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,17,17,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1.67,1.57,0,/esports/girona-jekunam-vs-amadrid-rossfcdk-h2h-stats#8187536
1755068160,Aug 13 2025 - 6:56am,Esports,Esoccer Battle,A.Bilbao (Wboy),Barcelona (dm1trena),0.33,2.00,1.00,1.50,6.00,100,100,100,84,84,84,100,100,50,17,3.67,0.00,0,0,0,complete,4,3,1,1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,17,17,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,0.67,1.83,0,/esports/barcelona-dm1trena-vs-abilbao-wboy-h2h-stats#8187537
1755068880,Aug 13 2025 - 7:08am,Esports,Esoccer Battle,Real Madrid (Bomb1to),A.Bilbao (Wboy),1.00,1.00,0.75,1.50,6.67,100,100,100,100,100,100,100,100,17,0,3.33,1.00,0,0,0,complete,3,4,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.96,4.30,2.48,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1.14,1.00,0,/esports/real-madrid-bomb1to-vs-abilbao-wboy-h2h-stats#8187526
